# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 100
74 255500 13028 3005.72 -7897.01 -13989.6
75 259000 13027 -693.571 -16103.1 5131.12
76 262500 13026 16712.3 -12922.3 1631.27
77 266000 13025 10499.4 -2755.82 -5590.47
78 269500 13024 -7982.53 -10152.8 -6097.93
79 273000 13023 11016.5 -2548.26 -3938.97
80 276500 13022 -13373.4 -6698.66 7704.68
81 280000 13021 4032.97 5402.01 -11414.6
82 283500 13020 1883.41 2290.04 8717.22
83 287000 13019 -3191.01 -5910.5 -802.362
84 290500 13018 -206.098 -6196.73 -309.447
85 294000 13017 4219.66 -2090.04 6337.65
86 297500 13016 3863.43 -5507.65 6473.88
87 301000 13015 6664.9 -14885.6 10945
88 304500 13014 -4590.58 3857.58 -6288.78
89 308000 13013 2055.49 -582.777 1966.09
90 311500 13012 4348.36 11521.1 -7904.11
91 315000 13011 5356.35 1473.1 -8047.96
92 318500 13010 5942.15 -599.904 -3655.7
93 322000 13009 -131.899 27.4137 -865.006
94 325500 13008 7215.31 8545.54 8887.55
95 329000 13007 -7812.58 -12193.3 2425.39
96 332500 13006 6592.27 -1873.06 5596.39
97 336000 13005 1136.62 -5762.25 4193.61
98 339500 13004 -2014.51 7200.95 -9285.87
99 343000 13003 -3095.82 4628.72 -3685.24
100 346500 13002 452.357 -4186.27 -3621
46200000 100
1 0 13201 804610 790992 769010
2 3500 13200 7766.57 -3007.71 20022.3
3 7000 13199 1008.49 6639.88 -7008.45
4 10500 13198 -7181.68 638.532 5627.22
5 14000 13197 -1845.26 -4617.8 7806.55
6 17500 13196 -3715.55 -12816.1 -1433.66
7 21000 13195 -5897.62 41.8679 322.191
8 24500 13194 10202.6 -600.927 2699.61
9 28000 13193 -191.917 -3213.26 -6115.4
10 31500 13192 -6312.72 8646.59 -263.552
11 35000 13191 2599.57 -11022.8 436.438
12 38500 13190 -9566.35 -6219.48 -1430.6
13 42000 13189 987.63 -4551.85 957.163
14 45500 13188 9138.05 -3455.82 4179.48
15 49000 13187 -2785.33 -15964.5 301.265
16 52500 13186 -12236.3 -7561.38 900.228
17 56000 13185 4770.33 -3190.8 -3537.91
18 59500 13184 17816.1 8903.83 -1972.34
19 63000 13183 12859.7 2578.51 -12396.9
20 66500 13182 -9065.63 -2096.01 4798.03
21 70000 13181 6587.06 -14135.4 13606.1
22 73500 13180 -2393.91 -5180.85 6647.84
23 77000 13179 2599.83 11637.4 10876.1
24 80500 13178 3972.41 -7969.47 -3420.32
25 84000 13177 5532.74 -6344.16 -12438.4
26 87500 13176 -4335.94 8049.1 -3627.76
27 91000 13175 10895.1 -7321.12 -8972.84
28 94500 13174 -8170.52 2200.56 -5346.16
29 98000 13173 7515.98 -7030.31 -2896.68
30 101500 13172 943.912 -3612.87 -14468.8
31 105000 13171 -4445.98 783.492 -5860.43
32 108500 13170 3841.56 8986.63 320.096
33 112000 13169 -1520.11 -1047.75 -3540.26
34 115500 13168 -1873 -7496.16 10856.6
35 119000 13167 -8982.35 14864.7 3415.48
36 122500 13166 3878.58 -3622.47 3655.96
37 126000 13165 -1428.43 -2176.96 -828.373
38 129500 13164 4626.69 -431.535 6026.11
39 133000 13163 6110.64 119.648 -12877.1
40 136500 13162 -17958.2 5685.43 -4652.31
41 140000 13161 2353.93 6186.42 4353.94
42 143500 13160 -7118.13 1976.46 6253.64
43 147000 13159 -9933.61 -131.866 5150.84
44 150500 13158 314.877 9577.38 1047.92
45 154000 13157 -6457.1 -11029 543.55
46 157500 13156 2562.32 608.36 -37.6214
47 161000 13155 -2512.78 -3746.5 -7471.44
48 164500 13154 4879.21 10050.3 -2586.92
49 168000 13153 2128.21 -6758.35 -5315.3
50 171500 13152 4290.9 3436.49 121.714
51 175000 13151 4068.73 3766.74 4233
52 178500 13150 11231.7 13413.4 5555.02
53 182000 13149 6190.29 5492.54 3210.42
54 185500 13148 5376.48 -4134.24 -5253.87
55 189000 13147 -10964.8 366.189 -3575.12
56 192500 13146 2947.07 -3099.52 3195.41
57 196000 13145 -13489.2 -3839.34 -3597.9
58 199500 13144 9444.73 5954.63 -3009.81
59 203000 13143 -76.6956 5337.39 -6736.6
60 206500 13142 4936.68 9446.02 -7536.96
61 210000 13141 4222.82 7291.91 1770.37
62 213500 13140 2337.84 3804.95 -9773.13
63 217000 13139 -12914.6 10923 1211.55
64 220500 13138 -1182.45 13435.7 6614.59
65 224000 13137 -1969.02 15671.8 7622.01
66 227500 13136 18564.7 2192.2 -2130.54
67 231000 13135 -908.984 -3834.94 199.726
68 234500 13134 -3321.9 -581.559 -11870.7
69 238000 13133 5305.84 10146.2 -7229
70 241500 13132 11159.8 -1354.62 -4540.04
71 245000 13131 5995.75 -5653.03 1145.17
72 248500 13130 -1866.08 2551.2 -5141.9
73 252000 13129 5745.91 -1487.58 1076.48
74 255500 13128 3317.05 -8719.69 -15381.5
75 259000 13127 244.036 -15422.8 4667.88
76 262500 13126 16535.9 -12125.8 635.924
77 266000 13125 9721.7 -2609.1 -6112.99
78 269500 13124 -8946.2 -9980.35 -6753.39
79 273000 13123 12154.3 -2581.08 -3728.94
80 276500 13122 -13784.3 -5893.93 7080.22
81 280000 13121 4104.74 4610.04 -10116.2
82 283500 13120 1893.74 2604.54 8798.57
83 287000 13119 -3906.19 -6194.34 36.9293
84 290500 13118 313.312 -5673.86 -1131.61
85 294000 13117 5461.87 -1227.4 6006.41
86 297500 13116 4821.55 -5722.71 6568.06
87 301000 13115 6268.8 -15613.6 11238.8
88 304500 13114 -5165.35 4962.72 -6350.39
89 308000 13113 1762.77 -468.121 1172.77
90 311500 13112 5557.06 11189.1 -7255.62
91 315000 13111 5004.93 1458.87 -8102.07
92 318500 13110 5211.59 -437.182 -3534.98
93 322000 13109 -1126.4 -438.608 -581.08
94 325500 13108 7605.17 8661.56 8894.99
95 329000 13107 -7903.95 -12582.1 2272.59
96 332500 13106 6940.57 -1167.66 5992.46
97 336000 13105 1740.72 -5392.13 4108.96
98 339500 13104 -2234.46 6992.49 -9522.27
99 343000 13103 -3582.31 4508.95 -3593.76
100 346500 13102 -131.823 -3965.34 -4752.6
46550000 100
1 0 13301 804783 791438 768574
2 3500 13300 8395.27 -2869.82 20605.1
3 7000 13299 1010.17 6641.54 -7948.63
4 10500 13298 -6674.62 -179.924 5864.67
5 14000 13297 -1624.59 -4080.31 7630.54
6 17500 13296 -3446.61 -12542.6 -1616.21
7 21000 13295 -4962.98 -757.652 654.577
8 24500 13294 10154.3 -1468.37 3921.78
9 28000 13293 -919.725 -3074.46 -6167.62
10 31500 13292 -6429.37 9081.35 -993.247
11 35000 13291 2226.12 -11119.4 -243.622
12 38500 13290 -11144.6 -6482.74 -2034.82
13 42000 13289 175.594 -5531.56 -22.496
14 45500 13288 8890.19 -3118.39 3860.66
15 49000 13287 -2354.09 -16334.6 105.098
16 52500 13286 -11971.9 -8016.14 1197.04
17 56000 13285 4266.57 -2580.03 -3943.58
18 59500 13284 17843 8286.51 -2093.33
19 63000 13283 13377.1 3287.26 -11816.2
20 66500 13282 -8251.15 -2243.39 4637.35
21 70000 13281 6787.86 -13765.4 13332.4
22 73500 13280 -2087.11 -4864.07 6746.49
23 77000 13279 3295.18 11140.2 11374.7
24 80500 13278 4953.18 -7863.85 -2768.26
25 84000 13277 5809.22 -6024.28 -11900.9
26 87500 13276 -3369.78 8736.99 -3584.65
27 91000 13275 10060.6 -6236.1 -7895.3
28 94500 13274 -9137.93 2842.04 -5222.05
29 98000 13273 7611.4 -6121.2 -3432.96
30 101500 13272 1290.15 -3994.53 -14224.3
31 105000 13271 -5011.94 547.629 -5611.56
32 108500 13270 4234.93 8656.35 -190.132
33 112000 13269 -981.953 -2357.21 -3375.38
34 115500 13268 -3248.09 -8428.17 11720.7
35 119000 13267 -9457.61 15143.8 2968.63
36 122500 13266 3935.6 -3514.69 3301.2
37 126000 13265 -1551.78 -2183.76 -1367.57
38 129500 13264 4602.78 -889.578 5424.88
39 133000 13263 6624.43 439.394 -13269.3
40 136500 13262 -18066.9 5787.62 -3903.05
41 140000 13261 2007.26 6417.11 3850.97
42 143500 13260 -6527.18 758.136 5723.73
43 147000 13259 -8931.26 -502.18 5136.66
44 150500 13258 -1031.83 9639.26 -188.045
45 154000 13257 -6890.48 -10190.7 -7.24382
46 157500 13256 2429.53 2216.58 435.848
47 161000 13255 -1787.39 -2982.51 -7036.9
48 164500 13254 5003.05 9770.28 -2546.65
49 168000 13253 1376.22 -7015.74 -4992.55
50 171500 13252 3905.87 3248.28 222.484
51 175000 13251 3634.63 4449.4 4926.94
52 178500 13250 10981.6 13549.5 5214.74
53 182000 13249 5971.21 5019.13 3660.09
54 185500 13248 5144.27 -3957.51 -4656.81
55 189000 13247 -10495.2 631.183 -3735.24
56 192500 13246 2879.47 -3139.17 3420.91
57 196000 13245 -13361.6 -4432.76 -3138.05
58 199500 13244 8712.44 5055.88 -3251.57
59 203000 13243 -1298.54 4008.27 -7492.32
60 206500 13242 5499.15 9638.72 -7286.1
61 210000 13241 4891.47 6153.64 2035.23
62 213500 13240 2510.12 3784.97 -9363.16
63 217000 13239 -13462.7 10827.8 874.793
64 220500 13238 -1248.78 14103.4 6043.62
65 224000 13237 -1683.97 15927.6 5743.78
66 227500 13236 18177.8 1745.88 -2210.49
67 231000 13235 -1329.42 -3689.37 -91.5246
68 234500 13234 -3231.93 -1318.16 -12284.2
69 238000 13233 5151.19 10868.9 -5654.92
70 241500 13232 10984.8 -366.718 -5177.64
71 245000 13231 7253.73 -4968.74 101.354
72 248500 13230 -1574.85 2431.29 -4082.02
73 252000 13229 5355.1 -1353.35 2175.54
74 255500 13228 2608.85 -8747.32 -15666.6
75 259000 13227 1509.89 -15740.9 4645.38
76 262500 13226 15826.3 -12644.5 1510.68
77 266000 13225 9724.17 -3251.3 -6322.91
78 269500 13224 -7501.19 -10675.1 -6813.33
79 273000 13223 11544.9 -3135.57 -2780.69
80 276500 13222 -14192.6 -5006.93 6441.29
81 280000 13221 4347.18 4141.13 -10692.4
82 283500 13220 2366.56 2746.07 8868.9
83 287000 13219 -4853.61 -6554.62 -264.5
84 290500 13218 50.7544 -5539.52 -1288.7
85 294000 13217 5963.47 -1509.54 5644.62
86 297500 13216 4779.72 -5184.48 6589.95
87 301000 13215 5637.13 -15949.6 10650.2
88 304500 13214 -4559.29 5212.62 -5609.27
89 308000 13213 2006.03 423.305 1027.58
90 311500 13212 6099.67 11237.2 -6677.58
91 315000 13211 6071.76 2598.34 -7430.93
92 318500 13210 5539.46 -1628.62 -3676.49
93 322000 13209 -1509.1 -758.567 -896.744
94 325500 13208 7813.07 8973.65 8944.85
95 329000 13207 -6465.49 -12562.1 3291.31
96 332500 13206 7073.6 368.383 5949.48
97 336000 13205 1325.07 -5493.01 3382.05
98 339500 13204 -1359.68 7977.41 -9827.5
99 343000 13203 -3796.38 4581.78 -2318.87
100 346500 13202 -178.655 -2983.56 -5379.68
46900000 100
1 0 13401 805078 791407 768714
2 3500 13400 9316.94 -3358.71 20583.5
3 7000 13399 1804.58 6657.52 -8705.31
4 10500 13398 -6737.7 119.994 5084.59
5 14000 13397 -1843.69 -3388.87 7590.94
6 17500 13396 -4498.81 -11935.5 -2339.86
7 21000 13395 -5157.71 -1378.32 1245.84
8 24500 13394 10137 -1027.47 4074.06
9 28000 13393 -620.848 -3389.81 -6144.76
10 31500 13392 -6336.53 9012.61 -904.777
11 35000 13391 2923.3 -11251.7 -1130.33
12 38500 13390 -11483.9 -6268.91 -1663.08
13 42000 13389 546.035 -5164.88 564.08
14 45500 13388 9087.02 -3671.1 5040.43
15 49000 13387 -2812.1 -16062.3 423.553
16 52500 13386 -11773.2 -8231.98 737.103
17 56000 13385 4378.39 -2053.96 -4595.77
18 59500 13384 17754.9 8216.4 -1876.56
19 63000 13383 12933.4 2626.08 -12383
20 66500 13382 -7675.31 -1939.44 4312.2
21 70000 13381 6945.52 -12957.2 13958.1
22 73500 13380 -1397.42 -4952.36 7690.25
23 77000 13379 2256.43 10154.3 11419.2
24 80500 13378 4589.94 -7242.94 -2233.8
25 84000 13377 5158.49 -4979.29 -12084.4
26 87500 13376 -4053.07 8734.26 -3840.67
27 91000 13375 9163.44 -6103.03 -7910.94
28 94500 13374 -9671.04 2987.12 -5785.5
29 98000 13373 6861.56 -6547.16 -3170.76
30 101500 13372 1928.93 -3682.99 -13657
31 105000 13371 -5905.44 514.16 -5458.15
32 108500 13370 4158.16 9016.22 -173.275
33 112000 13369 -1191.29 -2108.71 -3924.58
34 115500 13368 -2677.75 -8773.83 10550.4
35 119000 13367 -8919.15 15222.1 3576.97
36 122500 13366 5423.97 -2621.3 3842.67
37 126000 13365 -617.994 -2081.81 -1180.33
38 129500 13364 4398.52 -683.065 6003.94
39 133000 13363 6238.37 39.5157 -13078.7
40 136500 13362 -18036.2 5804.6 -4494.06
41 140000 13361 745.817 6727.55 3441.12
42 143500 13360 -7376.13 -308.387 7163.46
43 147000 13359 -8963.9 -385.941 6842.79
44 150500 13358 -2029.31 9818.08 -323.967
45 154000 13357 -6207.51 -11119.3 -1116.19
46 157500 13356 1832.65 2160.38 371.737
47 161000 13355 -1434.74 -2820.31 -7136.72
48 164500 13354 4779.94 9665.14 -2847.45
49 168000 13353 1518.36 -7154.96 -4208.18
50 171500 13352 3358.46 3461.13 518.386
51 175000 13351 3892.45 5000.38 3912.73
52 178500 13350 10275.6 14204.2 4850.94
53 182000 13349 6556.51 4478.96 3938.21
54 185500 13348 6030.44 -4434.93 -4489.35
55 189000 13347 -9160.53 915.207 -2875.43
56 192500 13346 3333.14 -1908.16 3980.82
57 196000 13345 -11898.9 -4575.55 -3649.07
58 199500 13344 8739.84 5278.58 -4879.95
59 203000 13343 -1833.42 3496.89 -7637.79
60 206500 13342 5501.75 10109.1 -6441.21
61 210000 13341 5475.04 7064.83 2659.77
62 213500 13340 2364.37 4231.59 -9004.16
63 217000 13339 -12009.6 11297.7 1723.18
64 220500 13338 -1022.38 14494.9 6176.14
65 224000 13337 -1884.6 15513.7 3962.28
66 227500 13336 18210.8 2202.12 -1688.88
67 231000 13335 -1267.91 -3205.69 1018.29
68 234500 13334 -3340.18 -1233.69 -12005
69 238000 13333 5732.6 10450.6 -5842.8
70 241500 13332 10557.2 -560.76 -5618.29
71 245000 13331 7425.41 -4191.68 -490.756
72 248500 13330 -1594.84 2468.09 -4109.27
73 252000 13329 4941.39 -1990.43 2690.96
74 255500 13328 2515.81 -9256.41 -15034.4
75 259000 13327 1082.06 -15572.1 4795.84
76 262500 13326 15933.3 -12820.7 1309.58
77 266000 13325 9302.16 -4071.83 -5554.04
78 269500 13324 -7507.2 -11119.1 -6507.94
79 273000 13323 10869.5 -2760.38 -2727.52
80 276500 13322 -14663.7 -5164.43 5992.92
81 280000 13321 3628.6 4093.74 -10328
82 283500 13320 2625.32 3643.77 9194.84
83 287000 13319 -4988.54 -6273.91 -272.896
84 290500 13318 1049.03 -5314.15 -892.421
85 294000 13317 5948.51 -1541.23 5728.15
86 297500 13316 5826.31 -4255.39 5702.94
87 301000 13315 4899.31 -15430.3 9667.4
88 304500 13314 -4656.49 4645.77 -5448.19
89 308000 13313 2017.85 494.439 1322.65
90 311500 13312 5659.47 11385.3 -5954.66
91 315000 13311 5995.97 2397.56 -7262.98
92 318500 13310 6384.27 -1893.98 -3831.82
93 322000 13309 -1473.04 -1249.61 -1451.59
94 325500 13308 6680.72 8438.6 8700.54
95 329000 13307 -6599.47 -12562.2 3570.72
96 332500 13306 6716.36 665.811 5870.03
97 336000 13305 1242.36 -5528.25 4799.64
98 339500 13304 -1246 8259.66 -8980.63
99 343000 13303 -3095.44 4058.38 -2523.32
100 346500 13302 -52.6514 -2849.13 -6024.22
47250000 100
1 0 13501 804156 793382 767721
2 3500 13500 9441.05 -3674.25 20510.5
3 7000 13499 1716.28 6284.89 -9187.8
4 10500 13498 -5500.27 209.436 5781.44
5 14000 13497 -1889.93 -4317.69 7626.98
6 17500 13496 -4743.1 -12089.7 -1760.43
7 21000 13495 -5382.47 -1864.28 1570.11
8 24500 13494 9721.07 -1211.59 3714.15
9 28000 13493 -427.259 -4245.76 -6625.22
10 31500 13492 -6548.13 9479.4 -579.214
11 35000 13491 2926.78 -10195.8 -869.509
12 38500 13490 -12133.1 -6603.29 -1792.29
13 42000 13489 31.1762 -4996.4 1207.6
14 45500 13488 9895.76 -4655.2 4728.56
15 49000 13487 -3182.79 -16031.7 16.5342
16 52500 13486 -10972.1 -9658.47 582.111
17 56000 13485 5667.23 -2480.35 -4454.33
18 59500 13484 18402.3 9344.06 -2246.01
19 63000 13483 13263.4 3483.31 -13280
20 66500 13482 -7166.73 -2365.11 4281.05
21 70000 13481 7412.07 -12695.9 13474.1
22 73500 13480 -1420.65 -3752.24 7438.91
23 77000 13479 1622.43 8261.81 10983.9
24 80500 13478 4312.85 -6587.24 -2579.08
25 84000 13477 5511.43 -4890.74 -12017.3
26 87500 13476 -3896.17 7858.72 -3869.38
27 91000 13475 8738.22 -4726.35 -8431.96
28 94500 13474 -9543.23 2875.58 -5972.92
29 98000 13473 6931.27 -5414.24 -3369.76
30 101500 13472 1790.18 -4261.8 -13886.3
31 105000 13471 -5632.33 812.776 -5776.65
32 108500 13470 3557.51 8663.53 -91.6009
33 112000 13469 -310.045 -3841.12 -4178.55
34 115500 13468 -1673.23 -8038.93 10241.4
35 119000 13467 -9313.45 14342.8 4230.24
36 122500 13466 4800.2 -669.211 4032.64
37 126000 13465 -315.833 -1981.92 -1109.69
38 129500 13464 4890.13 -787.504 5897.16
39 133000 13463 5027.25 -248.299 -13117.6
40 136500 13462 -18703.1 5214.75 -4274.3
41 140000 13461 1102.3 7467.64 3337.43
42 143500 13460 -7080.06 -710.939 6632.96
43 147000 13459 -9586.16 -1403.06 6622.96
44 150500 13458 -1366.46 8533.05 -209.573
45 154000 13457 -6214.41 -10880.2 -574.475
46 157500 13456 2290.66 2898.26 -36.8358
47 161000 13455 -1866.7 -3632.55 -6805.72
48 164500 13454 4540.56 9837.45 -1608.68
49 168000 13453 1922.45 -7453.34 -4573.62
50 171500 13452 4006.57 2985.11 -88.4066
51 175000 13451 3726.78 4234.41 4090.25
52 178500 13450 9889.57 14242.5 4575.65
53 182000 13449 6989.31 4016.43 3950.89
54 185500 13448 5885.79 -2380.58 -3991.48
55 189000 13447 -10285.5 1950.09 -3188.54
56 192500 13446 2243.35 -3158.59 3642.82
57 196000 13445 -11522.2 -4512.36 -2230.76
58 199500 13444 8705.79 5680.07 -4904.44
59 203000 13443 -1855.1 4616.48 -7427
60 206500 13442 4929.71 10664.7 -5429.67
61 210000 13441 5889.25 6006.79 2549.66
62 213500 13440 3122.08 4721.35 -9212.12
63 217000 13439 -12451.2 11009.7 1650.86
64 220500 13438 -1600.84 14780.6 6120.82
65 224000 13437 -1715.89 14387.5 3776.67
66 227500 13436 18851.4 2150.94 -2321.18
67 231000 13435 -1386.37 -4673.51 688.731
68 234500 13434 -2764.8 -2845.11 -11482.9
69 238000 13433 6643.66 10631 -5982.19
70 241500 13432 10822.9 -1108.95 -5407.25
71 245000 13431 7342.08 -3537.97 -377.442
72 248500 13430 -1585.93 3445.88 -4285.12
73 252000 13429 4647.75 -2564.55 3332.17
74 255500 13428 3196.41 -9525.13 -13943.3
75 259000 13427 1356.7 -13948 3583.93
76 262500 13426 15231.6 -12685.9 577.468
77 266000 13425 9849.59 -5337.26 -5730.41
78 269500 13424 -6920.59 -11359 -6986.41
79 273000 13423 10990.8 -2457.51 -2697.57
80 276500 13422 -14912.2 -4641.55 5460.49
81 280000 13421 3713.42 3872.61 -10853.8
82 283500 13420 3219.02 3621.7 9310.77
83 287000 13419 -5205.59 -6033.78 -120.164
84 290500 13418 328.893 -5701.34 -1266.92
85 294000 13417 6442.67 -1171.22 5937.47
86 297500 13416 5928.16 -4277.91 5430.2
87 301000 13415 5352.74 -15024.3 8316.81
88 304500 13414 -5016.66 4250.69 -5679.83
89 308000 13413 2376.15 1668.71 1255.43
90 311500 13412 5509.95 11792.6 -6575.44
91 315000 13411 5621.16 1947.04 -7096.88
92 318500 13410 6705.4 -1200.82 -3707.16
93 322000 13409 -1628.34 -2147.64 -1749.52
94 325500 13408 6849.12 8107.65 8917.83
95 329000 13407 -5790.16 -12179.1 3880.36
96 332500 13406 6464 7.55665 4543.04
97 336000 13405 1422.77 -6123.3 4724.15
98 339500 13404 -1076.34 8027.77 -8303.62
99 343000 13403 -3754.16 4627.53 -3126.1
100 346500 13402 -1151.38 -3131.66 -6622.51
47600000 100
1 0 13601 804744 793654 767775
2 3500 13600 10224.5 -2736.56 19999.5
3 7000 13599 1644.79 6328.82 -9590.62
4 10500 13598 -5700.03 271.829 5338.18
5 14000 13597 -2238.77 -4560.34 7280.05
6 17500 13596 -4432.39 -12212.3 -1660.75
7 21000 13595 -5369.6 -2261.94 1449.28
8 24500 13594 10061.4 -1124.54 3372.24
9 28000 13593 -1538.31 -4330.77 -6678.01
10 31500 13592 -6897.08 8895.65 -88.6538
11 35000 13591 2100.04 -9896.54 -394.333
12 38500 13590 -11756.5 -6745.57 -1031.94
13 42000 13589 171.301 -5454.19 920.918
14 45500 13588 8898.37 -5453.05 5493.7
15 49000 13587 -2351.35 -16483 -410.476
16 52500 13586 -10533.9 -9051.84 893.746
17 56000 13585 6384.39 -1499.56 -5303.32
18 59500 13584 18521.3 9517.2 -1995.12
19 63000 13583 12846.6 4409.76 -13624
20 66500 13582 -7611.73 -2149.71 3800.86
21 70000 13581 6921.84 -12017.2 14033.8
22 73500 13580 -1150.99 -4198.99 7269.44
23 77000 13579 644.57 7428.18 11360.8
24 80500 13578 3978.63 -5838.99 -2349.73
25 84000 13577 5296.12 -5095.61 -11894.6
26 87500 13576 -4697.06 7584.07 -4282.42
27 91000 13575 8305.43 -4306.51 -8192.5
28 94500 13574 -9297.06 2936.22 -6301.31
29 98000 13573 6232.04 -6337.84 -3699.74
30 101500 13572 1434.48 -5599.98 -14349.8
31 105000 13571 -5892.89 988.209 -5632.93
32 108500 13570 3417.37 8871.6 516.946
33 112000 13569 872.916 -3941.9 -3531.77
34 115500 13568 -2766.85 -8086.92 10405.7
35 119000 13567 -10238.8 14366.5 3568.53
36 122500 13566 3873.38 -804.685 4466.26
37 126000 13565 -347.882 -2806.31 -911.122
38 129500 13564 4391.94 -1336.28 5986.36
39 133000 13563 5130.47 -252.253 -13395.5
40 136500 13562 -18789.5 4665.93 -4575.14
41 140000 13561 165.023 7692.88 3533.03
42 143500 13560 -6714.44 -483.048 6355.37
43 147000 13559 -9796.54 -1785.81 6257
44 150500 13558 -1298.31 8740.19 523.543
45 154000 13557 -5762.25 -10669.4 -6.366
46 157500 13556 1909.82 2992.76 -144.464
47 161000 13555 -904.102 -3402.2 -6056.38
48 164500 13554 4960.44 9929.8 -1725.07
49 168000 13553 2723.15 -7432.31 -5394.31
50 171500 13552 3759.72 3583.91 -35.5341
51 175000 13551 3694.17 4615.64 4445.12
52 178500 13550 9134.79 13872.7 4565.97
53 182000 13549 7152.44 3906.46 4245.63
54 185500 13548 6130.1 -2657.57 -3840.67
55 189000 13547 -10902.9 1536.82 -3503.11
56 192500 13546 2666.02 -3815.81 4138.69
57 196000 13545 -12012.4 -4270.06 -2143.33
58 199500 13544 8776.06 5937.23 -5728.05
59 203000 13543 -1929.56 4939.47 -8569.45
60 206500 13542 4988.17 10154.9 -4991.5
61 210000 13541 6061.2 5917.58 3353.79
62 213500 13540 3714.74 4817.79 -9334.53
63 217000 13539 -11313.8 10410 1100.31
64 220500 13538 -883.149 15695.1 6146.07
65 224000 13537 -1336.5 15110.6 4773.07
66 227500 13536 19198.3 3546.49 -1700.17
67 231000 13535 -1398.38 -4628.07 24.1719
68 234500 13534 -2221.71 -2990.17 -10865.9
69 238000 13533 7379.52 10887.3 -6415.11
70 241500 13532 11193.8 -1022.81 -5542.82
71 245000 13531 7791.5 -2563.13 -0.678191
72 248500 13530 -2250.26 3565.51 -4561.73
73 252000 13529 4238.03 -2320.79 3237.57
74 255500 13528 3264.62 -8918.6 -13404.9
75 259000 13527 1077.11 -14583 3516.39
76 262500 13526 15378.5 -12713.9 1375.72
77 266000 13525 10271.1 -5605.33 -5910.5
78 269500 13524 -7005.36 -12898.3 -6049.6
79 273000 13523 10224.3 -2995.48 -2122.26
80 276500 13522 -14476.5 -3362.09 5142.14
81 280000 13521 3575.2 3423.05 -11608.8
82 283500 13520 3088.75 3481.29 8555.33
83 287000 13519 -4165.65 -7221.92 -7.64799
84 290500 13518 -117.691 -4832.36 -1018.47
85 294000 13517 7290.45 -470.942 6812.36
86 297500 13516 6574.21 -3958.77 5116.03
87 301000 13515 4269.06 -14174.5 7873.69
88 304500 13514 -5924.67 3086.73 -4963.09
89 308000 13513 1814.69 2421.34 1240.11
90 311500 13512 5831.3 12833 -6979.66
91 315000 13511 5360.26 1702.5 -6213.4
92 318500 13510 6629.89 -788.959 -4597.34
93 322000 13509 -1603.73 -3197.96 -2277.41
94 325500 13508 6507.21 8167.81 8576.74
95 329000 13507 -5682.54 -12634.1 3878.94
96 332500 13506 6989.57 281.615 5352.92
97 336000 13505 1119.95 -4756.73 5303.91
98 339500 13504 -2066.06 7226.89 -8439.62
99 343000 13503 -3438.14 3505.41 -2639.23
100 346500 13502 -2049.95 -3236.05 -5533.26
47950000 100
1 0 13701 804755 793383 766396
2 3500 13700 10962.9 -2274.83 19670.6
3 7000 13699 1239.99 5970.89 -9355.74
4 10500 13698 -5885.41 -28.2172 4953.21
5 14000 13697 -3318.98 -4555.23 6790.2
6 17500 13696 -4099.23 -12533.2 -1146.55
7 21000 13695 -4500.05 -2510.5 1685.06
8 24500 13694 9722.47 -1238.58 3365.67
9 28000 13693 -614.251 -2782.41 -6657.47
10 31500 13692 -6085.09 9502.76 -603.228
11 35000 13691 1388.1 -10325.9 -848.539
12 38500 13690 -11424.6 -6598.26 -571.826
13 42000 13689 -83.3062 -5161.4 705.728
14 45500 13688 7742.43 -4997.71 5767.52
15 49000 13687 -1348.56 -17485 -675.773
16 52500 13686 -10546 -9511.53 981.753
17 56000 13685 5315.79 -1102.59 -4986.99
18 59500 13684 18792.7 9140.88 -2133.51
19 63000 13683 11757.7 4349.84 -13987.1
20 66500 13682 -7860.07 -2434.88 3819.37
21 70000 13681 8534.26 -12072.2 13282.8
22 73500 13680 -1698.85 -3979.92 7502.04
23 77000 13679 584.846 7102.01 11261.6
24 80500 13678 4034.95 -6365.78 -2723.43
25 84000 13677 4342.61 -5204.57 -11836.5
26 87500 13676 -4539.47 7158.46 -4410.67
27 91000 13675 7989.28 -3989.95 -7855.48
28 94500 13674 -9968.42 3560.52 -6281.71
29 98000 13673 6300.02 -5527.21 -4033.02
30 101500 13672 1978.89 -5625.11 -14451.2
31 105000 13671 -5644.47 418.419 -5334.34
32 108500 13670 4395.69 9263.27 784.098
33 112000 13669 306.595 -4536.56 -2766.6
34 115500 13668 -3982.12 -8334.39 10093.3
35 119000 13667 -9726.29 14983.2 3520.84
36 122500 13666 3457.2 -803.527 5627.16
37 126000 13665 109.104 -2477.63 -934.287
38 129500 13664 5448.31 -745.343 6379.64
39 133000 13663 4456.7 -11.1654 -13257.6
40 136500 13662 -18970 5204.15 -5087.27
41 140000 13661 -337.799 6946.08 3876.28
42 143500 13660 -7462.62 -1255.26 6691.25
43 147000 13659 -9815.41 -1236.39 6464.25
44 150500 13658 -470.383 8946.55 290.437
45 154000 13657 -5832.68 -9864.8 128.354
46 157500 13656 2546.26 3483.84 -503.102
47 161000 13655 -1331.77 -3812.11 -5721.97
48 164500 13654 4055.17 10523.3 -1299.66
